gene,pmg,pasef
ECH1,3.5500386359441994e-05,0.0003148122577110226
ECHDC1,3.338402643815972e-05,0.00017260016720833178
ECHS1,6.786822036103417e-05,0.0006418765888403021
ECI1,1.747787151390305e-05,0.00020582016028489926
EEA1,3.2286207765453885e-05,0.00041417877410435957
EEF1A1,0.001754004476853174,0.0022146172946317707
EEF1A1P5,0.001754004476853174,0.0022146172946317707
EEF1B2,0.000143646316103486,0.00022134434432863088
EEF1D,0.0001681285658564021,0.00013851886070703176
EEF1G,8.164831898622823e-05,0.00033911098056208075
EEF2,0.00023716456736750115,0.0015243927035002627
EFHD2,0.0001578646588838445,0.00014956333455364498
EFTUD2,7.316529332400684e-05,9.185386778238179e-05
EHD1,3.3265401394052213e-06,2.1661959266314736e-05
EHD4,4.2976052724274595e-05,0.0005446816974360694
EIF1,2.6575081403476765e-05,4.117577057043447e-06
EIF1AX,0.00012104773328044077,3.3556008024205895e-05
EIF1AY,0.00012104773328044077,3.3556008024205895e-05
EIF1B,2.6575081403476765e-05,4.117577057043447e-06
EIF2AK2,7.096142509890588e-06,8.76500126514469e-06
EIF2S1,5.554779798513042e-05,0.0002622970831434276
EIF2S2,2.563935083470121e-05,6.407614300621135e-05
EIF2S3,3.8085806046432825e-05,0.0003561318250712761
EIF2S3L,3.8085806046432825e-05,0.0003561318250712761
EIF3A,2.5974628692484146e-05,0.00012629906820077496
EIF3B,2.1566852091649585e-05,7.528495604118921e-05
EIF3C,3.1577830153949854e-05,9.337547258893658e-05
EIF3CL,3.1577830153949854e-05,9.337547258893658e-05
EIF3F,6.261631685977106e-06,7.14039100302563e-05
EIF3G,3.198361252263236e-05,9.068001643692005e-06
EIF3H,3.451073349104336e-05,3.903495917914861e-05
EIF3I,4.417131698237522e-06,6.294777840038624e-05
EIF3J,2.612995141481614e-05,1.6086165375371432e-05
EIF3K,6.947484792575296e-06,2.0984060114310574e-05
EIF3L,1.328552313244869e-05,6.821103437060036e-05
EIF4A1,0.0002471058640068708,0.00027274436011803717
EIF4A2,3.302269081979943e-05,1.8733200159387672e-05
EIF4A3,0.000102243585994163,0.00011866316519854629
EIF4B,4.76331446784297e-05,7.027848005279486e-06
EIF4E,3.369005456007117e-05,2.528622529542788e-05
EIF4G1,2.610375312702458e-05,8.726997827835366e-05
EIF4G2,2.4758124749721864e-05,2.661707925834514e-05
EIF4H,0.0001919368872406113,2.4518819978332265e-05
EIF5,3.3550129605353063e-05,4.112294725988869e-05
EIF5A,0.00016777443727659903,0.00013774411881902702
EIF5B,1.6919135310213763e-05,2.9889189883819763e-05
EIF6,2.0922494663875258e-06,9.039975942819105e-05
ELAVL1,0.0001294026784245701,1.898998014120743e-05
ELMO1,8.253825775848844e-05,0.0001471569392954484
ELMO2,5.562448569345512e-06,0.00010240825869226474
EMD,3.6180317247727155e-05,2.7977279504898938e-05
EML4,4.419835843345202e-05,3.8321844486780595e-05
ENO1,0.0012469782729290075,0.0038979201240239175
ENO2,0.0003710134666236497,2.0740485960127263e-05
ENOPH1,3.117014063021738e-06,2.9657354243091066e-05
ENTPD1,3.4706789030179236e-05,0.00018363436985567222
EPB41L1,5.635576924087498e-05,3.339753809256856e-05
EPB41L2,0.00043112564875219083,9.384941506966676e-05
EPB41L3,0.00019457137100067692,0.00011184308888141353
EPDR1,0.00016104055384961923,3.951183628824244e-06
EPHX1,1.3922512919135275e-05,0.0015653307691732411
EPRS,5.0875468865891956e-05,0.00022323717962318795
EPS15,6.266028180250172e-06,7.168856898153079e-05
EPS15L1,2.0933214882787665e-05,3.0210531689639914e-05
ERAP1,2.8361764480228096e-05,0.0007727169944338323
ERGIC1,3.0432914789168172e-05,0.00013450282179137076
ERH,0.00045439494789333257,0.00014623106404671544
ERLIN2,4.983576823391911e-05,0.0005960083475163844
ERO1L,1.6786577996583394e-05,0.0008695303841507899
ERP29,0.00014003456594518835,0.0014686347645908296
ERP44,5.873013712744236e-05,0.0009820587087551167
ESD,0.00016681162510611403,0.00012391908459785127
ESYT1,2.7955500303954016e-05,0.0009747221378459809
ETF1,3.1483717071063414e-06,4.9888682182124294e-05
ETFA,4.9826132082087726e-05,0.0010190203529953435
ETFB,9.834014148980309e-05,0.000730223575728117
ETHE1,1.444561543636479e-05,0.0009446421971185235
EVI2B,1.530704725945718e-05,5.657816753707443e-05
EVL,7.064092267393105e-05,7.392622310881724e-05
EWSR1,0.00014239341561224396,3.082827096018916e-05
EXOC2,2.816325975250175e-06,3.5256625160943604e-05
EXOC4,5.357620116979825e-06,3.154872222346631e-05
EZR,0.00032690785615157474,0.00027520944794350683
F13A1,6.154003900147162e-05,0.007959299047903384
FABP3,7.51224961375409e-05,0.0002995815365036564
FABP5,8.613816348016001e-05,0.0009673855669368449
FAH,2.5488404531325962e-05,0.00010230701401371866
FAM105A,1.2957974271447165e-05,5.0386101689763714e-05
FAM120A,3.857064501076525e-05,7.219919431680664e-05
FAM129A,1.8269381010269014e-05,0.0003383626503293489
FAM134A,3.2561761557198614e-06,7.930099495685022e-06
FAM162A,8.531969283398251e-06,0.0003212097475437891
FAM175B,9.727715349090443e-06,3.346943648747809e-05
FAM3C,1.4884080420008714e-05,0.00010611029237301473
FAM49A,6.001917318805206e-06,5.067956452612915e-06
FAM49B,0.00020002824348151987,0.0003876644068387423
FAM96A,1.4673189222115786e-05,8.962795216854995e-06
FAM98B,7.546753059905311e-05,5.6049934431616644e-06
FARSA,1.0439264860572303e-05,7.233418722153475e-05
FARSB,2.3422815085005245e-05,8.426051689142611e-05
FASN,1.2393717355771149e-05,3.7711441787140486e-05
FAU,9.632518199122974e-05,8.168831513068305e-06
FBL,0.0002036528418422594,6.130145188837614e-05
FBP1,8.972662627153183e-05,0.00023745545404509338
FCER1G,0.00018341611998371705,9.119210908637772e-05
FCGBP,3.194886215009046e-05,0.0028407202560174305
FCGR1A,6.6583420192167e-05,4.7819769185747963e-05
FCGR2A,6.368492594723803e-06,0.00015009156765910276
FDXR,1.7986399351487606e-05,1.805676832156534e-05
FEN1,1.852208909204685e-05,1.5091326360092599e-06
FERMT3,9.436723639099201e-05,0.0006565644038003923
FGD2,1.2611193257415518e-05,3.4313142142028726e-06
FH,7.543721687141689e-05,0.0014523035577470931
FIS1,1.2931916510869817e-05,0.0001753587178701669
FKBP15,2.397032918687424e-05,0.00021613537898314438
FKBP1A,0.0001291583618250121,0.00020124214003759846
FKBP2,9.90277210736044e-05,0.00015641569178277793
FKBP3,5.195572163682184e-05,3.712451611440961e-05
FKBP4,0.00012248592894127363,5.7973583323992085e-05
FLII,4.637920027073926e-06,6.65294923182264e-05
FLNA,3.691146829805934e-05,0.0010282497591990365
FLOT1,3.469466353912475e-05,0.0005270739272541432
FLOT2,5.9099522947645105e-05,0.0004533707359009637
FMNL1,4.5139991145224294e-05,7.514262656555199e-05
FMNL2,1.0456228502858787e-05,2.5698540580521322e-05
FN1,8.956863353212989e-06,4.215887107225868e-05
FN3K,1.1019762707147448e-05,4.331658196172033e-06
FN3KRP,1.653033665913405e-05,9.689555931114e-06
FNTA,6.574344888221575e-06,1.9579840442301958e-05
FSCN1,0.0006631091784850222,0.0008039414402231148
FTH1,0.0002680241428543198,0.0004026016652097431
FTL,0.0006678565892872801,0.003319358142129458
FTSJ3,2.5663682118075427e-06,8.931247961945711e-06
FUBP1,0.00015170996840787937,7.129092683825562e-06
FUS,0.0002048328689352766,5.443295420324309e-05
G3BP1,2.022026009916373e-05,6.192065847310722e-05
G6PD,4.628233686951761e-05,0.0004240097791226017
GAA,0.00010440597861575642,0.0008414313175687993
GALK1,2.9470724953488957e-05,9.478262688930885e-06
GALM,3.4704199314374555e-06,6.45001968047594e-05
GALNT2,2.9909892573203917e-05,0.00011595597053307514
GALT,2.939969848436519e-06,1.640457255282793e-06
GANAB,0.0001675094431012362,0.0014449919311790482
GAPDH,0.00408237579867878,0.0032608123062745535
GAPVD1,1.521046491266395e-06,1.7888027190655213e-05
GARS,5.783256973498231e-06,0.00026760876048164203
GART,3.3668312992501625e-06,5.949225350218322e-05
GATAD2A,1.3963587016316518e-05,3.871655200169211e-06
GATAD2B,0.0001054126754277068,3.871655200169211e-06
GATM,3.103069748309085e-05,0.00179790006699285
GBAS,4.9864074429923774e-05,0.00030389544019822834
GBE1,3.907632215343302e-05,8.462441080851925e-05
GCA,9.090464583291755e-06,7.182062725789523e-05
GCLC,5.539763461909148e-06,1.1130458457668296e-05
GCN1L1,3.1803516859967202e-06,2.2907709006686016e-05
GDAP1,5.2934393307195973e-05,2.5519528250338404e-05
GDI1,0.00014048646131544726,0.00012119281484801636
GDI2,0.00026010342680209185,0.0008792880234599407
GGCT,4.2574727075814095e-05,5.3485069241782725e-05
GID8,1.7801585989488339e-06,6.846928166660194e-06
GIMAP1,5.342423102529092e-05,0.00022047862896135283
GIMAP4,0.0003214090262596326,0.00010214267482535402
GIT1,1.2005842169241948e-05,1.7371532598652046e-06
GIT2,1.878142202820876e-05,1.3619170041465385e-05
GLB1,1.466377389876388e-05,0.0010755706415629632
GLIPR2,1.3194160367897453e-05,9.779355559041824e-05
GLO1,6.947444641942666e-05,9.838928514824007e-05
GLOD4,9.18078343139459e-05,0.00010093947719625573
GLRX,5.630871269943176e-05,0.00017907102275018967
GLRX3,1.3730311840731955e-05,4.3193327570446846e-05
GLS,8.950684170851119e-05,0.0003242654293274442
GLUD1,0.0002486205466228652,0.0030231074088185495
GLUD2,0.0002486205466228652,0.0030231074088185495
GLUL,0.00017960727036983514,7.552999750955436e-05
GLYR1,6.167867913594553e-05,2.445425815433187e-05
GM2A,2.326086750828918e-05,0.0005245648200032187
GMFG,0.0001235346634655884,0.00017075135133922954
GMIP,3.864699143871259e-06,8.325393936269266e-05
GMPS,8.158207044238752e-06,7.692981523901749e-06
GNA13,3.312387041402888e-05,0.00011270586962032792
GNAI1,2.4653492201086176e-05,6.938195108769845e-06
GNAI2,0.0002361417300012332,0.0041731882645346975
GNAI3,5.267341419509621e-06,0.0003486045033185026
GNAQ,4.452667015647353e-05,4.97595585341235e-05
GNAS,2.6600396377350443e-05,0.00011479239038688618
GNB1,0.0003520646365326871,0.0015048774248819612
GNB2,0.00018330269444653523,0.0004255651321553385
GNB2L1,4.846215486567277e-05,0.0004389176912099659
GNB4,0.00018330269444653523,0.0022605442285229616
GNG10,0.00012649697714108392,0.00024107972007420653
GNG2,0.00023036224718720228,0.0005023056638649003
GNG5,0.00018090509941899095,0.00018382512069930977
GNG7,0.0001426722617558644,0.00010316392549590573
GNPDA1,1.0139359710137039e-05,0.00048617988100661954
GNS,1.4583291955655575e-05,0.0009065213746746533
GOT1,0.00011067792901431964,0.00016033342064825651
GOT2,0.00018101551365872547,0.001182435133425437
GPD1L,5.298699063594223e-05,2.8052112528172126e-05
GPD2,1.7756677506890864e-05,0.0016521957687374105
GPI,0.00011791939673901715,0.0008942106086891232
GPNMB,0.00014178252373676735,0.0001731724197392444
GPS1,1.4300229995608903e-05,1.2870693077315337e-05
GPSM3,2.2151104022375707e-05,1.3761206054266256e-05
GPX1,0.0005479465241824312,0.0025101343708517658
GPX4,3.582452241666991e-05,9.203874936929202e-05
GRB2,0.00015594967446052167,0.0002578657943143095
GRHPR,6.967319205094879e-05,0.0003759845859513979
GRIPAP1,2.094216847386432e-05,2.5353721747791933e-05
GRPEL1,7.280514214930916e-06,0.00013926865825394545
GSN,0.0012120030568443755,0.005163478605849864
GSPT2,9.373586769287372e-06,4.2395108655532864e-05
GSR,7.625910032136802e-05,0.0005673223552616628
GSS,3.378067453791873e-05,0.0001677433572664838
GSTK1,3.895996562006916e-05,0.0009997691909297709
GSTM2,0.00011251853439069405,4.97375488213961e-06
GSTO1,0.00012701331427671515,0.00036555198211860664
GSTP1,0.0007068336189262174,0.0002297667277323189
GSTT1,3.8975423613631995e-06,5.179472330431781e-06
GTF2F1,1.1021388807768994e-05,2.348729810850775e-06
GTPBP4,2.7520448124083706e-05,1.2570480595713496e-05
GUK1,1.3700600372585211e-05,2.857594369108443e-05
GYG1,2.1951997035159898e-05,0.00021094108677947613
H1F0,0.005650197776959981,0.00020562940944126172
H1FX,0.0009034273772925043,6.279224309711257e-05
H2AFV,0.0015093967852085877,0.00046568150188649375
H2AFX,0.0033134980094077803,0.00021430123625586038
H2AFY,0.002137637749044939,0.0012096538114983314
H2AFY2,0.00015176457326825717,1.900612059720753e-05
H2AFZ,0.0015093967852085877,0.00046568150188649375
H2BFS,0.037985108259794946,0.004422191481190771
H3F3A,0.02204865968321839,5.962724640691132e-06
H3F3C,0.02204865968321839,3.1002881347826594e-06
H6PD,4.736730733978161e-06,0.0001491378134409151
HACD3,1.7309339233435545e-05,0.0002368098358050894
HADH,7.604268841148837e-05,0.0012956971151206775
HADHA,7.925554203459966e-05,0.006178566556837912
HADHB,8.674323351390516e-05,0.002904695154345096
HAGH,2.9977405861972497e-05,7.550065122591782e-05
HARS,1.1827573360361493e-05,3.9087782489694385e-05
HBA1,0.034591195358835355,2.2693481136139245e-05
HBB,0.03553828855664541,2.080504778412766e-05
HBD,0.002300890422074664,2.080504778412766e-05
HBG1,0.00012922742091313696,2.080504778412766e-05
HCK,5.910574629570287e-06,8.820319009799576e-05
HCLS1,0.0003986455937323958,1.134116477417868e-05
HDAC1,6.388587986355485e-05,5.031567060903601e-06
HDAC2,8.096776576313729e-06,5.031567060903601e-06
HDGF,9.711504531165782e-05,3.365431807438832e-05
HDHD2,3.2088987857971724e-06,9.734455745077912e-06
HDLBP,1.8835906436688663e-05,2.007432532157772e-05
HEBP1,3.5798524882041515e-05,0.0001082892539330281
HEBP2,2.476936692685847e-05,2.8828321730358706e-05
HEXA,1.567316080310052e-05,0.0004976102584830533
HEXB,6.36861906921659e-05,0.0014573364453907603
HGS,2.441359217111754e-05,1.6150727199371828e-05
HIBADH,4.101624011961954e-05,0.0008579679483979917
HIBCH,8.080595871363543e-06,0.00036318960628586486
HIGD1A,1.6301558354404133e-05,0.00010016620262243279
HINT1,0.0002270680885330137,0.00024826955956515974
HINT2,5.034608277465573e-05,0.0002947247265618084
HIST1H1B,0.0020984166035596065,0.0002862876700163021
HIST1H1C,0.0032315377200060114,0.0006929978149351612
HIST1H1D,0.0005150161798176824,9.170126710747176e-06
HIST1H1E,0.01872131653116055,9.170126710747176e-06
HIST1H2AA,0.0033134980094077803,0.00021430123625586038
HIST1H2AB,0.000748380891313011,2.7280305268531027e-06
HIST1H2AC,0.000748380891313011,2.7280305268531027e-06
HIST1H2BA,0.00392794442039119,0.004422191481190771
HIST1H2BB,0.00392794442039119,0.0008670506231835019
HIST1H2BC,0.037985108259794946,0.004422191481190771
HIST1H2BJ,0.00392794442039119,0.0008670506231835019
HIST1H2BK,0.037985108259794946,0.004422191481190771
HIST1H2BL,0.037985108259794946,0.004422191481190771
HIST1H2BM,0.037985108259794946,0.004422191481190771
HIST1H2BN,0.037985108259794946,0.004422191481190771
HIST1H3A,0.02204865968321839,3.1002881347826594e-06
HIST1H4A,0.04212724827514457,0.005501254330506483
HIST2H2AA3,0.03967346243723361,0.0024794675044515777
HIST2H2AC,0.03967346243723361,0.0024794675044515777
HIST2H2BE,0.00392794442039119,0.0008670506231835019
HIST2H3A,0.02204865968321839,9.428520738166944e-05
HIST3H2A,0.000748380891313011,2.7280305268531027e-06
HIST3H2BB,0.00392794442039119,0.0008670506231835019
HIST3H3,0.02204865968321839,3.1002881347826594e-06
HK1,0.0001830908998594081,0.0005528546374288469
HK2,1.527069086161005e-06,7.369292015390672e-05
HLA-A,4.836163775688173e-05,0.00033688066300570347
HLA-B,6.357732225178766e-05,5.738372302289756e-05
HLA-C,5.1686270741236985e-05,0.00029569315392181434
HLA-DPB1,2.2231385212320857e-05,8.14799565168636e-05
HLA-DRA,0.00011125268532042859,0.00037648347277321917
HLA-DRB5,9.41904732308352e-05,0.00010942642242394416
HLA-E,3.2600908424013576e-06,5.078080920467522e-05
HLA-H,5.1686270741236985e-05,2.7300847667076606e-05
HMGB1,0.0013208393767165049,0.0007354325410736035
HMGB1P1,0.0013208393767165049,0.0007354325410736035
HMGB2,0.0003924738392375626,0.00010800752961011727
HMGCL,1.6548143464705784e-05,0.00042389239398805555
HMGN2,0.0027428844455736684,4.405317368099758e-06
HMGN3,9.23741589872024e-05,4.405317368099758e-06
HMHA1,5.138558265346543e-05,1.890781054702511e-05
HMOX1,5.119324104784789e-05,3.707902937477297e-05
HMOX2,1.041995240627692e-05,0.00012187658325674783
HNMT,9.17341579030685e-06,4.163210528098273e-05
HNRNPA0,0.0004159786218390835,1.2690653627205141e-05
HNRNPA1,0.0008778052510792016,0.00028989726290359696
HNRNPA1L2,0.0008778052510792016,0.00028989726290359696
HNRNPA2B1,0.002019446331769848,0.0004953065752175847
HNRNPA3,0.001076996554623534,0.00014610546195275103
HNRNPAB,0.00016110079987388163,3.250981301256311e-05
HNRNPC,0.0013509162156201875,0.00016150727199371826
HNRNPD,0.00123739230938842,0.00018049431750656204
HNRNPDL,0.00019390286296737519,2.3336164747779554e-05
HNRNPF,0.00022850106461160463,0.00011557300153161824
HNRNPH1,0.0005637690854895506,0.00013165329765026237
HNRNPH2,8.456686847215625e-05,3.594773014058421e-05
HNRNPH3,0.00022918041331571664,4.32931049348111e-06
HNRNPK,0.0016445418071120053,0.0003538428149476257
HNRNPL,0.0004033092904656187,0.00012466741483058312
HNRNPM,0.0006496031079275329,9.328303179548147e-05
HNRNPR,0.00033679153663311926,0.00010235690269590078
HNRNPU,0.0008643266837050644,0.0001081439898290272
HNRNPUL1,7.826763571872046e-05,1.3151243548880695e-05
HNRNPUL2,0.00022740354706864352,0.00010729588223193109
HOMER3,5.379843492140936e-06,8.12437189335894e-07
HP1BP3,0.0005233895942528219,4.659749647228592e-05
HPCAL1,8.440706895428593e-05,0.0002635149539143442
HPGDS,1.3102637000815698e-05,0.0002134648671722189
HPRT1,5.866007427350173e-05,0.00019915855389940383
HRSP12,9.813075594063382e-06,0.0001464394226605349
HSD17B10,5.173790445480011e-05,0.001538772382482169
HSD17B12,4.270441361921137e-05,0.0007857320712266394
HSD17B4,5.13700042080047e-05,0.00615802415829233
HSD17B8,7.776976787409937e-06,2.2335456475773412e-05
HSDL2,1.3929157848835663e-05,0.00017513862074289283
HSP90AA1,0.0012116878743782243,0.002864930940017579
HSP90AB1,0.00044540281220935345,0.0014536241405107375
HSP90AB2P,9.6804982051167e-05,0.00010168927474316941
HSP90B1,0.00027822742237160495,0.005640795909198248
HSPA1A,0.0005339544302169468,0.0009364839302675644
HSPA1B,0.0005339544302169468,0.0009364839302675644
HSPA4,7.433769179682427e-05,0.0007035771501861353
HSPA5,0.0004917147601704362,0.01188260370727291
HSPA6,0.0008820190599737971,0.000546383781886989
HSPA8,0.0009526901959987828,0.003617222921040377
HSPA9,0.00019966969833212745,0.006626977770804299
HSPB1,0.0005674410615967944,0.00014414454328015718
HSPD1,0.00041306970850498684,0.006823157676914594
HSPE1,0.0006135297720404504,0.00274622522270776
HSPH1,4.591851191193422e-05,0.0001955783072957455
HUWE1,2.119250766831694e-05,2.9740991151455218e-05
HVCN1,1.1770097729750596e-05,6.609076537786007e-05
HYOU1,8.45584368393038e-05,0.0013718800674411451
IARS,2.1931078555559285e-06,6.195293938510741e-05
IARS2,2.7963711108327004e-06,0.0009964383877370231
IDH1,0.0002265906975110343,0.0022019983926680566
IDH2,0.00016826427499469398,0.003368072972966121
IDH3A,0.00012952895216419377,0.0007140831197280179
IDH3B,3.224818511635258e-05,0.0004794742551956693
IFI16,0.0004951636995134162,1.01429560132986e-05
IFI30,2.3867804546451664e-05,0.00010475889601155189
IGBP1,4.2123433965044655e-06,2.5764569718703544e-06
IKBKG,1.5826114638107303e-05,1.7980467984110327e-05
ILF2,0.00016170506689497418,0.00010620420048065167
ILF3,0.00030831610571191355,0.00021199755299039171
ILK,1.249445529304166e-05,0.00012520738644949554
IMMT,0.00010771671948122146,0.001376647615770265
IMP3,6.914119616859158e-05,6.502109333930805e-06
IMPA1,3.667137956011735e-05,3.0131296723821246e-06
IMPDH2,3.680449898260454e-05,3.771731104386779e-05
INPP5D,9.20132047998521e-05,2.1041285367401835e-05
IPO5,2.926559537137854e-06,0.0003000510770418411
IPO7,2.838448973829709e-05,7.120142067316416e-05
IQGAP1,2.3664180613064898e-05,0.002631481253688874
IQGAP2,7.217377345119089e-06,0.0008592738580198179
IRF5,1.1755382522891433e-05,1.5204309552093292e-05
IRF8,2.121764196434378e-05,2.665376211289082e-06
ISCA2,9.37155916233952e-07,1.7502123560834666e-05
ISCU,2.53339048969629e-05,9.725651859986949e-05
IST1,2.97039800537572e-05,2.604335941325071e-05
ITGAM,8.301002769189956e-05,0.0010184921198898857
ITGAV,1.2868538737262205e-05,0.00027120368022711864
ITGAX,4.184254013916004e-05,0.00092480410938022
ITGB1,3.148445985776708e-05,0.0009809142036932914
ITGB2,0.0010548133300950537,0.004257265367153395
ITPR2,1.8660207268296576e-06,0.0005461636847597149
ITPRIP,9.163117153037068e-06,8.15342471415912e-06
IVD,6.076999001824678e-05,0.0005340876890432771
KARS,5.686473873541848e-05,0.0001231971660203923
KCTD12,0.0005447597684705299,0.000309383195238262
KHDRBS1,0.00025116328618736953,3.105423734419055e-05
KHSRP,0.00018993919251406917,1.685210337828522e-05
KIAA0930,4.259440088580316e-06,3.4986639351487405e-06
KIAA1598,0.0001075241971977571,2.127312100813053e-06
KIF2A,8.895653713767436e-06,1.557554004009557e-05
KIF5B,4.6687356376180135e-05,0.0001689465548955821
KLC1,0.00016839877961400692,5.311530606796228e-05
KPNA1,1.9092910636157992e-05,2.576163509033989e-05
KPNA2,4.737975403589714e-06,7.182502920044071e-06
KPNA4,4.167495139855936e-05,5.1181385976314044e-05
KPNA5,4.246772563985319e-05,2.576163509033989e-05
KPNA6,4.246772563985319e-05,2.576163509033989e-05
KPNB1,0.00017956728033973493,0.0004067981837697688
KTN1,5.4283053057262314e-05,0.00015230721207366182
LAIR1,8.751573168572047e-06,2.4700766936878836e-05
LAMP1,0.00014513008273235475,0.0005987082056109463
LAMTOR1,3.12980605457789e-05,0.00026988309746347414
LAMTOR2,5.30100772497049e-06,0.00010057851790752623
LAMTOR3,2.2343064196983242e-05,0.0001974564694484843
LAMTOR5,1.8517070262968013e-05,0.00025795383316521916
LANCL1,4.292712917841404e-05,9.463002621439882e-06
LAP3,0.00018800332976177836,0.0015845525849551773
LARP1,1.9708680813499237e-05,7.491812749573242e-06
LARS,1.1353093259247799e-05,8.04983233292212e-05
LASP1,0.000395059740732145,6.095810036982858e-05
LBR,8.54236829724961e-05,7.753581599611212e-05
LCP1,0.00046331681997020786,0.0023758751232145782
LDHA,0.00043141955138304783,0.0012124710547274397
LDHB,0.000518148330669206,0.0009276506988929647
LETM1,3.66905314118822e-05,0.00048846889113027
LGALS1,0.00030910345961780223,0.002226942733759119
LGALS3,1.768549043523657e-05,0.0010683514557883736
LGALS3BP,3.4682477822121325e-05,3.56234537064004e-05
LGALS9,0.000182242918498247,0.0001496660465463729
LMAN1,2.908814965046701e-05,0.00038807525480965394
LMNA,0.0002443895733328201,0.000693628760033347
LMNB1,0.0005901540737228373,0.0011822150362981632
LMNB2,0.0005343701900178381,0.0007762825678956723
LNP,2.443768255069598e-06,2.5205523015427388e-05
LONP1,1.2336462553639724e-05,0.001506491470481971
LPCAT2,0.0001337811049129516,0.00047200562601016895
LPP,1.0827963135070434e-05,1.7939383187019165e-06
LRCH4,1.126586600985753e-06,4.0379018969702305e-06
LRP1,3.814739711688837e-05,0.0011597211098907524
LRPAP1,1.1859111682292933e-05,0.00036465692046769207
LRPPRC,2.4771294157224746e-05,0.0016118446287371629
LRRC47,3.675730191394712e-05,5.9850278162549056e-05
LRRC59,5.445746740541022e-05,0.00030068202214002677
LRRFIP1,3.0454214699778775e-05,2.5264215582700475e-05
LSM12,8.553610474386216e-06,7.92995276426684e-06
LSM2,2.8557057157343984e-05,1.492992180009161e-05
LSM3,7.386531960392369e-05,9.832472332423968e-06
LSM4,1.2210550169709744e-05,1.5786833282278686e-05
LSM8,0.000126567642254514,1.067573779272005e-05
LSP1,0.0001026070094454201,0.0001917779635648131
LTA4H,3.773836254696277e-05,0.0001870972313247844
LTF,0.00010232669780370862,4.3319516590083986e-05
LUC7L2,0.00018878144902216196,4.588584909409974e-05
LUC7L3,0.00011025785302042057,6.905620733933281e-06
LYN,1.2672161993065289e-05,0.00015462556848094876
LYZ,0.00022562728308105987,8.161935136413717e-06
M6PR,4.036844981275529e-05,0.0004866640946866225
MAD1L1,1.1559146305908722e-05,4.7278330252653734e-06
MAGOHB,2.0701264678079916e-05,2.3361109088870616e-05
MAN2B1,1.1142844471476961e-05,0.0015974649497552565
MANF,1.7945485856836888e-05,0.00027855492427807284
MAOB,5.124467400824786e-05,3.8895564331875026e-05
MAP1LC3A,1.9930573284732986e-05,1.0839930249666513e-05
MAP1LC3B,1.9930573284732986e-05,1.0839930249666513e-05
MAP1LC3B2,1.9930573284732986e-05,1.0839930249666513e-05
MAP1S,7.781794863325625e-05,5.6611915763256456e-05
MAP2K1,8.179386502951463e-05,3.4750401768213226e-05
MAP2K2,3.915509769465452e-05,8.202139544995783e-06
MAP2K4,1.013966083988177e-05,1.0303039990535946e-05
MAP4K4,3.2542288500372702e-06,4.119631296898005e-06
MAPK1,0.00014368586447662728,0.00010220283470680893
MAPRE1,0.00013416233516978042,0.00010580068908064919
MAPRE2,0.00013684118537890297,8.609759424707374e-06
MARCKS,0.0013154110111848298,0.00023761685860509437
MARS,2.162852346337039e-05,3.363817761838822e-05
MAT2A,0.00010310923363368162,5.612036551234435e-05
MAT2B,3.8850755899313557e-05,3.954851914278812e-05
MATR3,0.0003606440237132223,3.834678882787166e-05
MAVS,2.527950078974826e-05,1.92042080117542e-06
